Code,Mum,Dad
SUL86,TER80,*
PGB86,SOB68,*
WAX86,WHI76,*
CLC86,COL72,*
FUL86,MAW79,MASSI
LOB86,TOR78,MASSI
CWR86,LIM80,TER75
WHE86,UPR74,*
BUC86,BUL73,LTNIK
CUK86,CLC82,*
LIZ86,LTF77,KIL76
WHA86,CUR78,OTC76
GRIST,*,CPBPT
MEL86,YHO71,OTA76
FLY86,LTF74,MASSI
HES86,CLC75,*
Y1993,*,*
ANK86,KIL82,*
BNY86,BON81,*
NON86,NOB76,YTA77
FAN86,COL80,VER81
LUC86,NUC81,*
LUZ86,DOR78,YELLO
QUA86,BR274,*
Y2392,*,*
TEL86,PEC81,*
VIX86,LTF73,KIL76
COB86,COL74,*
EOL86,CAN80,D0591
FLA86,UPT79,*
JAN86,PJANE,*
SLT86,ALM80,TOR76
ALM86,APR75,*
WOO86,HES80,*
FIL86,EIF81,BRF76
FID86,VER78,SEP77
CLIFF,*,*
FEN86,RED82,BET76
TIB86,BON82,*
PEC86,SCO76,*
INI86,VER79,OTC76
TWI86,BRA79,*
SME86,TEA78,*
PUZ86,*,*
RON86,MAC83,RED79
ILE86,CHE80,LTNIK
Y2493,*,*
TIG86,OTA80,*
DAN86,BUC82,LTNIK
AQU86,COB80,*
PEN86,BAR80,RED77
SAT86,CLM82,*
AMA86,ALM82,*
SPE86,SPEED,*
THO86,YTA74,YELLO
SES86,HAR82,*
PAR86,COW79,*
SEP86,CHO73,*
THR86,PGB76,*
CFI86,CFU82,*
CAN86,WHI73,*
PEP86,MUS81,BRF76
Y3192,*,*
SOR86,ROW77,*
COB87,COL74,*
MEL87,YHO71,AXISS
LIZ87,LTF77,*
COP87,COI77,*
CRA87,BIG76,LIT76
TYS87,TOR75,RED77
CAL87,CIN78,ROCKY
UPROA,*,*
LOG87,BRA77,*
TUR87,MUS77,OTA76
AVO87,UPT78,TEA80
BAN87,FRE83,*
LOB87,TOR78,RED77
BCL87,BUC81,RED79
PTN87,LIM83,CRE80
APN87,ASP78,LIT76
ATH87,THO81,OTA76
TURKS,*,*
AQU87,COB80,*
PLU87,DAM78,*
MAR87,MAW83,FLINT
CCO87,LAM83,D0556
WAN87,WAX80,*
DAN87,BUC82,*
RAI87,SLT84,VIC80
KIW87,BLO75,D0579
CFU87,CMO77,ROCKY
MNX87,FUL83,KIW79
MAD87,BOT79,FLINT
CAN87,WHI73,BRF76
MAC87,YHO74,*
PRI87,PGB74,*
UMB87,MEL76,CPBPT
PNY87,THR80,*
LUZ87,DOR78,*
QUA87,BR274,*
Y3592,*,*
TEL87,PEC81,FORTS
MON87,COI83,*
Y3292,*,*
JAN87,PJANE,*
SES87,HAR82,YTA77
FAD87,CRK83,*
JEM87,JAN80,*
HAL87,TUR83,OTA76
BLOGG,*,*
MUR87,COL79,D0556
SEP87,CHO73,CUR81
ANK87,KIL82,YTA77
JOSHS,*,*
JOW87,WID79,*
JUG87,BRF79,OTA76
CLC87,COL72,BRF76
SOFTS,*,*
MUS87,RED74,OTA76
FAN87,COL80,KIW79
SCI87,BLO80,RED77
OPE87,SKA82,*
PAP87,CAL82,ROCKY
FID87,VER78,RED79
NON87,NOB76,AXISS
BNY87,BON81,*
Y1493,*,*
SMI87,SMILE,*
SME87,TEA78,RED79
FLA87,UPT79,OTA76
SLT87,ALM80,*
PEC87,SCO76,*
PAR87,COW79,*
OCH87,SAF80,BITES
FIE87,SIE82,D0559
FEA87,PLO82,RED77
WOO87,HES80,*
PEL87,MOS83,SCO78
FLO87,COI81,*
SKA87,LIB78,D0579
PEN87,BAR80,RED77
ILE87,CHE80,TER75
SIS87,SIC78,*
INI87,VER79,RED79
THO87,YTA74,BAR82
BLC87,BLO72,*
OAT87,BAR83,RED77
CUK87,CLC82,*
CLA87,CLE77,D0559
FRE87,THO78,BRF76
LAZYS,*,*
BRI87,BRA81,*
CHI87,PGB83,*
WHA87,CUR78,AXISS
SUR87,THO82,VIC80
S1091,*,*
DUN87,WHA83,BITES
WEE87,WHE77,*
CWR87,LIM80,CRE80
TRK87,UPT82,ROCKY
OXL87,PRI79,*
GEM87,POL79,LEN83
PIB87,PIBRO,*
CUC87,UMB80,SEP77
BUC87,BUL73,YTA77
ZEB87,ZEBRA,*
BUCKS,*,*
GAL87,POL77,YTA77
FUL87,MAW79,MEL79
WIG87,TEA76,*
SAT87,CLM82,*
KIP87,WID78,*
MUL87,LOG84,*
STRIK,*,*
TOU87,CAN82,RED79
DUI87,DOR82,BRF76
STRIS,*,*
SAF87,CRT76,*
PET87,FAG79,BITES
TRA87,GRC76,*
ECL87,WAN83,*
WHS87,BAR79,YTA77
WHO87,MYR74,*
SUL87,TER80,RED77
AGA87,RTH72,*
LAM87,CMO78,MUS79
EBO87,PET83,ROCKY
FOL88,MOD72,RED77
SUL88,TER80,SAF82
SWI88,TER83,OTC76
HAL88,TUR83,TOPIS
SOL88,THO84,TOPIS
MEA88,BAR84,*
MAL88,SME84,*
UMB88,MEL76,*
AVO88,UPT78,JACKS
GER88,TWI85,*
DAMON,*,*
CRAGS,*,ROCKY
BLC88,BLO72,*
FLA88,UPT79,*
GEM88,POL79,TIT79
CRB88,MOC84,YTA77
AUR88,CAN83,*
CUC88,UMB80,*
TNY88,TIT84,RHY82
CRY88,CLC79,*
SAM88,CAL84,*
RHY88,MOS78,BRF76
EBO88,PET83,ROCKY
SAF88,CRT76,BRF76
LOB88,TOR78,VER81
CWR88,LIM80,TIT79
FAN88,COL80,FORTS
CUK88,CLC82,*
DIC88,HIC84,YTA77
DIT88,PIB83,*
TRK88,UPT82,JACKS
DKP88,DKPTH,*
LIZ88,LTF77,*
BUC88,BUL73,YTA77
BASIL,*,*
BATTS,*,*
BUN88,LAP81,*
BCL88,BUC81,RHY82
S1692,*,*
LUZ88,DOR78,*
TWI88,BRA79,*
CRL88,CAL85,*
FIL88,EIF81,*
TIB88,BON82,*
FID88,VER78,BITES
OTT88,SCO83,*
INI88,VER79,CRE80
FEA88,PLO82,MEL79
EGR88,IBI84,LEN83
BEE88,PET85,CRE80
SES88,HAR82,CRE80
SCOWL,*,D0559
CAP88,SNI77,ROCKY
JEM88,JAN80,*
LUC88,NUC81,*
JES88,JAN84,BITES
EOL88,CAN80,*
JOA88,JAN82,BIGSG
SEM88,WHE84,*
JUG88,BRF79,*
HIC88,BLT75,YTA77
CRO88,OCH85,SCO78
Y2793,*,*
WOO88,HES80,*
WHS88,BAR79,YTA77
PAP88,CAL82,CRE80
Y1894,*,*
MNX88,FUL83,RED77
MEL88,YHO71,ROCKY
Y2295,*,*
MUR88,COL79,CHE82
PRA88,TER84,*
MUL88,LOG84,*
ALM88,APR75,*
Y1994,*,*
COB88,COL74,*
WIG88,TEA76,OTC76
WHE88,UPR74,*
VIN88,MUS84,TOPIS
PEP88,MUS81,*
WHO88,MYR74,*
CFI88,CFU82,JACKS
PEN88,BAR80,*
PNY88,THR80,*
PET88,FAG79,RHY82
WAX88,WHI76,*
NON88,NOB76,TIT79
WIZZA,*,*
PIS88,ALM84,*
OXL88,PRI79,*
WOD88,CAP84,ROCKY
MOO88,MOY82,RED77
AMA88,ALM82,*
Y1794,*,*
Y1295,*,*
PAR88,COW79,*
OCC88,CLC80,MAC81
PLO88,TRN74,MAD83
BUC89,BUL73,YTA77
TEAKS,*,CROSS
BCL89,BUC81,CUR81
DBL89,*,BAR82
WAN89,WAX80,*
MAGYA,*,*
BLC89,BLO72,*
PEC89,SCO76,BITES
PRA89,TER84,RED77
M438S,*,*
CRN89,TEL86,*
HIC89,BLT75,VER81
KIN89,DKP86,CONFI
SIS89,SIC78,*
NOT89,NOTCH,*
FRE89,THO78,D0580
ILE89,CHE80,TIT79
MAD89,BOT79,*
KIW89,BLO75,MAD83
PID89,LIM85,JACKS
SKA89,LIB78,*
TRK89,UPT82,*
CCO89,LAM83,*
OPE89,SKA82,VIC80
PEL89,MOS83,BRF76
MAC89,YHO74,*
WIL89,FUL85,ASP77
MUL89,LOG84,*
FID89,VER78,JACKS
PAR89,COW79,*
MNX89,FUL83,RED77
DIC89,HIC84,OCH83
CHI89,PGB83,CLM79
S1292,*,*
S0692,*,*
SPE89,SPEED,*
SAF89,CRT76,VIC80
WOO89,HES80,*
S2192,*,*
THO89,YTA74,BRF76
TURPL,*,*
WEE89,WHE77,RED77
OAT89,BAR83,RED77
CAF89,MAX84,BRF76
TUR89,MUS77,*
RHINO,D0530,LIGHT
PIC89,MUS85,CRE80
OCC89,CLC80,*
TWE89,SEP84,LEN83
TIG89,OTA80,ROCKY
ALC89,OCC85,WAVYS
M1797,*,*
CLC89,COL72,*
CFU89,CMO77,CUR81
VIO89,CLA85,D0610
CHP89,BLC83,*
FEN89,RED82,ROCKY
AQU89,COB80,MAC81
HAD89,MAC85,*
OCH89,SAF80,BRF76
DUN89,WHA83,CRE80
TEL89,PEC81,*
APN89,ASP78,JACKS
WHA89,CUR78,ROCKY
CAN89,WHI73,*
LOB89,TOR78,FOL77
DUI89,DOR82,COY76
DEG89,SIS85,*
LUZ89,DOR78,*
PRI89,PGB74,D0580
NAK89,FLA85,*
ANK89,KIL82,TIT79
Y2095,*,*
SES89,HAR82,OCH83
SUN89,RHY86,VIC80
GIN89,JUN85,CRE80
DAN89,BUC82,YTA77
CLA89,CLE77,KIW79
MEA89,BAR84,VER81
AST89,GAL85,AVO84
SHARK,*,*
MUS89,RED74,JACKS
EOL89,CAN80,*
BRI89,BRA81,*
MILDS,*,*
SOL89,THO84,TOPIS
FUL89,MAW79,RED77
PTN89,LIM83,TIT79
MON89,COI83,*
FEA89,PLO82,VER81
TYS89,TOR75,RED77
SUL89,TER80,ASP77
BAN89,FRE83,*
LIZ89,LTF77,D0579
BRG89,MUR85,CRE80
SUR89,THO82,*
FAD89,CRK83,*
OTT89,SCO83,*
JOW89,WID79,ROCKY
KID89,ADZ84,*
NON89,NOB76,*
MAR89,MAW83,RED77
Y2294,*,*
SWI89,TER83,SEP83
PEN89,BAR80,RED77
AVO89,UPT78,KIW79
CFI89,CFU82,CUR81
ZEB89,ZEBRA,*
GAL89,POL77,JACKS
FRO89,BIL84,FOL81
BEE89,PET85,ROCKY
LIMPR,*,*
ATH89,THO81,RHY82
AQU90,COB80,*
FIL90,EIF81,FORTS
PAP90,CAL82,*
JOA90,JAN82,*
S2393,*,*
TEL90,PEC81,FOL81
BRG90,MUR85,CUR81
FAN90,COL80,ROCKY
CWR90,LIM80,VER81
SEM90,WHE84,*
BUS90,PEC86,*
PEC90,SCO76,BITES
HAL90,TUR83,TOPIS
AST90,GAL85,VER81
FIE90,SIE82,SLITS
RHY90,MOS78,FORTS
FLIGH,*,*
PIC90,MUS85,RED79
THR90,PGB76,*
OAT90,BAR83,RED77
MOO90,MOY82,*
WAX90,WHI76,*
FLA90,UPT79,ROCKY
CUC90,UMB80,RED79
WIRES,*,BIGSG
FID90,VER78,RHY82
MNX90,FUL83,MEL79
JEM90,JAN80,*
PEN90,BAR80,TIT79
ANK90,KIL82,VER81
OCC90,CLC80,LUZ82
NAK90,FLA85,*
MEA90,BAR84,TIT79
S1094,*,*
DIC90,HIC84,VER81
CHP90,BLC83,SEP83
JES90,JAN84,*
AVO90,UPT78,RED81
OXL90,PRI79,*
FUL90,MAW79,MEL79
COU90,CUC84,*
OCH90,SAF80,FORTS
GEM90,POL79,SCO81
WAN90,WAX80,TOPIS
PEP90,MUS81,WAVYS
LIZ90,LTF77,SOR84
TWE90,SEP84,*
EGR90,IBI84,VIC80
VIO90,CLA85,RHY82
DAN90,BUC82,VER81
CCO90,LAM83,WAVYS
SKA90,LIB78,*
KID90,ADZ84,*
BEE90,PET85,*
BCL90,BUC81,RED79
MAS90,TUR85,WAVYS
SAM90,CAL84,RED79
INI90,VER79,TEA80
SME90,TEA78,RED79
MAL90,SME84,*
PEREG,D0534,LIGHT
MAR90,MAW83,SKA85
ILE90,CHE80,RHY82
KIT90,TER85,RED77
TOG90,BCL84,RED81
FRE90,THO78,D0563
MUL90,LOG84,*
HIC90,BLT75,VER81
TNY90,TIT84,TRA83
WOD90,CAP84,RED79
FRO90,BIL84,KIW79
BLAST,*,*
BAN90,FRE83,*
CRY90,CLC79,LUZ82
PRI90,PGB74,*
DOO90,NON86,KIW79
LAM90,CMO78,RED81
SAF90,CRT76,CUR81
WHS90,BAR79,VER81
JUG90,BRF79,RED79
HOR90,WID84,*
CRO90,OCH85,RED79
APH90,THO86,WAVYS
JSC90,JAN86,*
SUPPL,*,*
FEN90,RED82,LENOT
LUZ90,DOR78,D0563
CLC90,COL72,*
FEA90,PLO82,RED77
BRE90,BREND,*
SAL90,SIE84,*
KNO90,TRK87,LEN83
GAL90,POL77,CHE82
PTN90,LIM83,RHY82
TOU90,CAN82,*
DIT90,PIB83,*
SUL90,TER80,RED77
HRM90,INI86,LIGHT
CRB90,MOC84,RED77
EBO90,PET83,RHY82
SQUAS,*,D0589
BCL91,BUC81,FOL84
ALC91,OCC85,D0563
ALD91,SUR87,CONFI
PID91,LIM85,SCO81
MOO91,MOY82,RED77
HIC91,BLT75,TIT79
CLT91,CCO87,FAN85
MUL91,LOG84,*
SIS91,SIC78,LEN83
SIL91,TOP86,*
TNY91,TIT84,LEN83
SCA91,LOB86,VER81
INI91,VER79,*
FEA91,PLO82,AVO84
BEE91,PET85,TYS83
AST91,GAL85,SOR84
ION91,AGA84,*
TIG91,OTA80,*
TLW91,CAN87,BITES
ELE91,EOL86,*
MUS91,RED74,*
IVY91,ILE87,CRE80
JUG91,BRF79,LENOT
JAC91,JEM87,*
PEP91,MUS81,FOL84
PEN91,BAR80,RED77
SEM91,WHE84,BAR82
SES91,HAR82,RED79
EOL91,CAN80,KIW85
ANK91,KIL82,SCO81
BRE91,BREND,*
HRM91,INI86,RED79
WAX91,WHI76,*
CUC91,UMB80,LEN83
HOL91,ILE86,TYS83
CHI91,PGB83,*
FERGU,*,*
DUI91,DOR82,D0611
FEN91,RED82,CONFI
WHA91,CUR78,RHY82
DUN91,WHA83,SCO81
APH91,THO86,TOPIS
KIT91,TER85,VER81
CWR91,LIM80,SAF82
TOG91,BCL84,LEN83
TOU91,CAN82,SAF85
KNO91,TRK87,LEN83
WANDS,*,*
TOS91,OPE87,*
SAM91,CAL84,LEN83
WIL91,FUL85,BAR82
PEL91,MOS83,LENOT
EGR91,IBI84,BITES
WOD91,CAP84,CUR81
KIW91,BLO75,SEP83
PIC91,MUS85,SAF85
WHS91,BAR79,VER81
ORP91,CLA87,RED79
FRO91,BIL84,WEE85
CRB91,MOC84,BAR82
MAR91,MAW83,BAR82
DIC91,HIC84,SAF82
VIN91,MUS84,WAX85
LPW91,FEA87,TIT79
FLA91,UPT79,LEN83
ALB91,FUL87,BAR82
TEL91,PEC81,JUG84
SUL91,TER80,KIW79
CAF91,MAX84,CONFI
SYC91,PET87,VER84
SUN91,RHY86,LENOT
MOBYD,*,BRNCH
THR91,PGB76,*
PRI91,PGB74,SAF85
MLR91,JUG87,LENOT
TWE91,SEP84,VIC80
PRA91,TER84,RED77
CRN91,TEL86,*
SRL91,OCH87,LENOT
MAD91,BOT79,BAR82
CCO91,LAM83,BITES
CFI91,CFU82,TYS83
BAN91,FRE83,*
AQU91,COB80,*
M238S,*,*
DAN91,BUC82,CRE80
CGH91,WHA87,CHE82
MAL91,SME84,RED79
LUZ91,DOR78,*
PAP91,CAL82,TYS83
CRC91,TUR87,CONFI
CHP91,BLC83,*
THO91,YTA74,INI85
ARI91,ATH87,CUR81
DIT91,PIB83,OCH83
FUL91,MAW79,CHE82
COU91,CUC84,LEN83
HER91,MAC87,CUR81
WAN91,WAX80,TOPIS
MEA91,BAR84,TYS83
SOL91,THO84,*
ATH91,THO81,CONFI
OXL91,PRI79,*
THS91,PAP87,*
NOT91,NOTCH,*
GEM91,POL79,CHE82
GIN91,JUN85,RHY82
THU91,UMB84,BLC81
AVO91,UPT78,*
SUR91,THO82,BON83
PAR91,COW79,*
SKU91,FUL86,SOR84
SWI91,TER83,RHY82
TOG92,BCL84,BLC81
MEA92,BAR84,SAF82
JES92,JAN84,*
BRUNS,*,*
SAL92,SIE84,*
ILE92,CHE80,VER81
PRM92,PRI89,*
KIT92,TER85,SAF82
PRA92,TER84,CHE82
ALB92,FUL87,VER84
ELE92,EOL86,*
SKA92,LIB78,*
WOD92,CAP84,RHY82
EQU92,INI87,PEC85
PEL92,MOS83,LENOT
SOL92,THO84,CONFI
IND92,HAL87,TOPIS
SAM92,CAL84,AVO84
VIO92,CLA85,CONFI
SWI92,TER83,CHE82
PID92,LIM85,LEN83
NAK92,FLA85,BON83
BAN92,FRE83,*
KIW92,BLO75,SOR84
OXL92,PRI79,*
SEM92,WHE84,VER84
FEA92,PLO82,SAF82
ORP92,CLA87,AVO84
TNG92,FAN88,AVO84
GIN92,JUN85,RHY82
SAU92,OCC89,*
PEN92,BAR80,VER84
KIERA,*,BIGSG
MUS92,RED74,*
BRENT,*,*
IVY92,ILE87,VER81
JUG92,BRF79,PRK83
AVO92,UPT78,FOL84
BRG92,MUR85,AVO84
SUL92,TER80,CHE82
SUR92,THO82,FRE87
SES92,HAR82,SEP83
TAM92,RHY88,*
PTN92,LIM83,VER81
SEY92,SUR89,CRUMP
JOW92,WID79,RHY82
DAN92,BUC82,VER81
CHP92,BLC83,*
JOA92,JOANO,*
KID92,ADZ84,*
FRO92,BIL84,*
MAS92,TUR85,FRE87
FAN92,COL80,AVO84
WIL92,FUL85,BAR82
INI92,VER79,AVO84
OPE92,SKA82,*
SHA92,BCL87,RED81
FEN92,RED82,WAX85
SAF92,CRT76,LENOT
CRY92,CLC79,*
TWE92,SEP84,*
QUN92,CAF89,CROSS
FIL92,EIF81,BRNCH
PEC92,SCO76,RED81
FIE92,SIE82,LENOT
HAL92,TUR83,CROSS
APH92,THO86,LAM86
WHA92,CUR78,LEN83
CFI92,CFU82,BLC81
OAT92,BAR83,TIT79
CRO92,OCH85,LENOT
TUR92,MUS77,TOPIS
MNX92,FUL83,BAR82
AQU92,COB80,*
BUZZA,*,INI85
OCH92,SAF80,LENOT
CHA92,FID86,FOL84
CHI92,PGB83,*
WAX92,WHI76,D0562
POR92,OAT87,FLY86
DIC92,HIC84,VER81
OCC92,CLC80,CHEST
RHY92,MOS78,LENOT
LIZ92,LTF77,*
HIC92,BLT75,VER81
THS92,PAP87,D0589
MLR92,JUG87,*
HRM92,INI86,LEN83
SRL92,OCH87,JUG85
BUS92,PEC86,TYS83
DOC92,HIC88,OCH83
TIG92,OTA80,LEN83
WHS92,BAR79,OCH83
CWR92,LIM80,OCH83
CRS92,CHI89,D0592
DIT92,PIB83,MAD83
ANK92,KIL82,VER81
EBO92,PET83,AVO84
TLW93,CAN87,D0581
GEC93,LIZ86,*
THS93,PAP87,JUG85
PRS93,ATH89,*
MOO93,MOY82,*
CLT93,CCO87,CRUMP
BRI93,EOL89,*
CSK93,ANK89,JUG85
CUC93,UMB80,*
CAF93,MAX84,JUG85
APH93,THO86,D0581
HOL93,ILE86,AVO84
SWEPB,*,*
SYC93,PET87,CRUMP
LPW93,FEA87,CRUMP
VIN93,MUS84,D0562
AST93,GAL85,RHY84
CCO93,LAM83,BIL85
BERTI,*,INI85
BNX93,FUL89,SAF82
BCL93,BUC81,FLY86
HER93,MAC87,CRUMP
ALD93,SUR87,LAM86
COQ93,FIL90,*
FIN93,FEN89,*
FAN93,COL80,CRUMP
GIN93,JUN85,JUG85
SEE93,SES89,CRUMP
NAI93,NAK89,*
FDL93,VIO89,INI85
BEE93,PET85,CRUMP
FUL93,MAW79,CHE82
PIC93,MUS85,CRUMP
JOW93,WID79,CRUMP
DOC93,HIC88,VER81
SOL93,THO84,LENNY
PEP93,MUS81,D0612
FLA93,UPT79,CROSS
PTL93,MNX89,FLY86
SUN93,RHY86,CROSS
PEC93,SCO76,*
PTN93,LIM83,VER81
SKU93,FUL86,SAF82
CASTL,D0535,PEP85
TNY93,TIT84,CRUMP
HRM93,INI86,CRUMP
CLO93,HIC89,JUG85
DAN93,BUC82,FLY86
CGH93,WHA87,CRUMP
TAM93,RHY88,CROSS
TIG93,OTA80,FOL84
CRB93,MOC84,*
MUL93,LOG84,*
FRI93,FRE89,*
KITES,*,ANK87
HAL93,TUR83,LENNY
MAL93,SME84,CRUMP
BAN93,FRE83,*
DUN93,WHA83,SUR86
FEA93,PLO82,*
STO93,WHA89,CRUMP
ARI93,ATH87,LENNY
KNO93,TRK87,*
DIC93,HIC84,SCO81
STI93,AVO89,WIG85
TOS93,OPE87,*
FHUAR,*,*
TALON,*,*
GRA93,FAN90,CRUMP
TWE93,SEP84,JUG85
FRO93,BIL84,CROSS
EGR93,IBI84,CRUMP
ALB93,FUL87,CHE82
SCA93,LOB86,VER84
MAR93,MAW83,SAF82
SUR94,THO82,LENNY
CLT94,CCO87,WEE85
TATTI,*,*
SKI94,OAT90,CUR85
SES94,HAR82,FLY86
HER94,MAC87,*
SOL94,THO84,CONFI
WOD94,CAP84,AVO84
THU94,UMB84,AVO84
FUL94,MAW79,SOR84
GEM94,POL79,OCH83
SKU94,FUL86,SKA85
HRM94,INI86,TYS83
ALB94,FUL87,FIL86
FEA94,PLO82,CUR85
FOU94,SUL90,SOR84
STA94,GAL89,OCH83
TIG94,OTA80,*
SMONG,*,*
PAP94,CAL82,*
CHP94,BLC83,PEP85
HAW94,SUR91,SUR86
STO94,WHA89,AVO84
SHTNK,*,*
HOL94,ILE86,OCH83
BRE94,BREND,*
OAT94,BAR83,SKA85
FRO94,BIL84,*
TGR94,OTT89,*
IVO94,EBO90,TYS83
FDL94,VIO89,LENOT
SUL94,TER80,EGR88
CLO94,HIC89,JUG85
ALD94,SUR87,SAF85
BNX94,FUL89,VER84
FRA94,PEN90,CROSS
FIN94,FEN89,*
GRA94,FAN90,D0575
STI94,AVO89,FOL84
TAM94,RHY88,GRIST
OCH94,SAF80,CROSS
SYC94,PET87,AVO84
IVY94,ILE87,OCH83
BIGGL,*,*
FAN94,COL80,CROSS
SUN94,RHY86,SAF88
HAL94,TUR83,LENNY
GOD94,AVO90,CROSS
FOP94,DAN90,JUG85
GIN94,JUN85,JUG85
PPK94,PEP90,LENNY
MEA94,BAR84,CUR85
ARI94,ATH87,D0557
TWE94,SEP84,PEP85
PTL94,MNX89,FIL86
ATH94,THO81,SAF88
SAU94,OCC89,*
RUINS,*,*
PIC94,MUS85,CONFI
DPU94,DBL89,DSA97
DUN94,WHA83,CROSS
KKONG,*,D0588
COU94,CUC84,CONFI
PEP94,MUS81,LENNY
BEE94,PET85,LENOT
MAS94,TUR85,LENNY
VAL94,VALEN,*
CCO94,LAM83,*
TNG94,FAN88,CROSS
CSK94,ANK89,OCH83
TWITE,*,*
TNY94,TIT84,JUG85
MERLI,*,*
CHI94,PGB83,*
CGH94,WHA87,TYS83
CRB94,MOC84,*
PHL94,PID89,TYS83
MAR94,MAW83,*
QUN94,CAF89,HAL88
PTN94,LIM83,OCH83
KNO94,TRK87,D0560
COQ94,FIL90,*
BCL94,BUC81,FOL84
CUC94,UMB80,FLY86
SANTR,*,*
TRT94,OCH90,AVO84
MOPRX,WID79,OAT89
CFI94,CFU82,FOL84
SAM94,CAL84,AVO84
SANDY,PEN89,D0588
VEN94,APH91,SAF85
CRS94,CHI89,*
EGR94,IBI84,GRIST
RAVEN,*,*
CEL94,AST90,CHE82
JOA94,JOANO,*
BRN94,WHS90,*
JEE94,HAL90,TYS83
MAT94,MAR89,*
POPEY,*,*
PIP94,TEL90,*
DOC94,HIC88,OCH83
AST94,GAL85,CHE82
DAN94,BUC82,OCH83
NAI94,NAK89,*
LPW94,FEA87,CUR85
SEM94,WHE84,CUR85
BRG94,MUR85,KIW89
APH94,THO86,D0560
DIC94,HIC84,OCH83
PID94,LIM85,AVO84
TKN94,NAK90,BRNCH
TWST2,*,*
WILDS,*,*
MOO94,MOY82,FIL86
VIO94,CLA85,FLY86
CSK95,ANK89,TYS83
ORC95,CRO90,INI85
CEL95,AST90,CHE82
BNX95,FUL89,CUR85
HER95,MAC87,*
CAF95,MAX84,*
HOL95,ILE86,*
MAS95,TUR85,SAF85
TRT95,OCH90,D0540
MORCA,*,*
CUM95,CRC91,D0561
DIL95,FEN90,*
CEDRI,*,FAN85
TUS95,JUG91,GRIST
PHL95,PID89,TYS83
GIN95,JUN85,LENOT
MAR95,MAW83,SLT86
SYC95,PET87,AVO84
WAG95,LPW91,FIL86
CURIS,*,*
BOARR,*,*
CHU95,PIC91,TIG89
DUMPY,*,*
STR95,MNX90,SLT86
COO95,ANK91,TYS83
AQU95,COB80,*
TEN95,WID85,*
WAVES,*,*
MAL95,SME84,FOL84
PTL95,MNX89,FIL86
VNG95,VIN91,TEL87
HARRY,*,*
THS95,PAP87,SOL89
CHI95,PGB83,*
MIC95,MICHE,*
PID95,LIM85,TYS83
FRO95,BIL84,TYS83
HARRI,*,*
DSA98,MOPRC,D0618
ALD95,SUR87,D0550
DIC95,HIC84,TYS83
HAL95,TUR83,TIG89
DPU95,DBL89,SCI87
LPW95,FEA87,*
